Operon,Gene,Strand,CDS_start,CDS_end,Gene number,TS,PS,cPS,uPS,iPS,Pattern,,,,,,,,
1669,"Ccel_3233,Ccel_3234",+,3772001,3774935,2,3771969,0,0,0,0,Flat,,,,,,,,
1670,Ccel_3235,-,3775011,3775889,1,,0,0,0,0,,,,,,,,,
1671,Ccel_3236,+,3776196,3776570,1,3776140,0,0,0,0,,,,,,,,,
1672,"Ccel_3237,Ccel_3238,Ccel_3239",-,3776653,3779102,3,,0,0,0,0,Down,,,,,,,,
1673,Ccel_3240,-,3779339,3785560,1,,0,0,0,0,,,,,,,,,
1674,Ccel_3241,-,3785709,3786821,1,,0,0,0,0,,,,,,,,,
1675,"Ccel_3242,Ccel_3243,Ccel_3244,Ccel_3245",-,3786892,3791581,4,,0,0,0,0,Complex,,,,,,,,
1676,Ccel_3246,-,3791754,3793085,1,,0,0,0,0,,,,,,,,,
1677,Ccel_3247,-,3793363,3800490,1,,0,0,0,0,,,,,,,,,
1678,"Ccel_3248,Ccel_3249",+,3800943,3804333,2,,0,0,0,0,Up,,,,,,,,
1679,"Ccel_3250,Ccel_3251,Ccel_3252,Ccel_3253,Ccel_3254,Ccel_3255,Ccel_3256,Ccel_3257,Ccel_3258,Ccel_3259,Ccel_3260",-,3804344,3815207,11,3815281,0,0,0,0,Complex,,,,,,,,
1680,"Ccel_3261,Ccel_3262,Ccel_3263,Ccel_3264,Ccel_3265",-,3815510,3821670,5,,0,0,0,0,Complex,,,,,,,,
1681,Ccel_3266,-,3822285,3822740,1,,0,0,0,0,,,,,,,,,
1682,Ccel_3267,-,3822917,3823078,1,,0,0,0,0,,,,,,,,,
1683,Ccel_3268,-,3823369,3823545,1,,0,0,0,0,,,,,,,,,
1684,Ccel_3269,+,3824601,3824765,1,3824555,0,0,0,0,,,,,,,,,
1685,Ccel_3270,+,3825367,3826206,1,3825330,0,0,0,0,,,,,,,,,
1686,"Ccel_3271,Ccel_3272,Ccel_3273,Ccel_3274,Ccel_3275,Ccel_3276,Ccel_3277,Ccel_3278",-,3826465,3830459,8,,0,0,0,0,Complex,,,,,,,,
1687,Ccel_3279,+,3830573,3831139,1,3830532,0,0,0,0,,,,,,,,,
1688,"Ccel_3280,Ccel_3281,Ccel_3282,Ccel_3283,Ccel_3284,Ccel_3285,Ccel_3286,Ccel_3287,Ccel_3288,Ccel_3289,Ccel_3290,Ccel_3291,Ccel_3292",-,3831151,3840440,13,,0,0,0,0,Complex,,,,,,,,
1689,"Ccel_3293,Ccel_3294,Ccel_3295,Ccel_3296,Ccel_3297,Ccel_3298",-,3840590,3846389,6,,0,0,0,0,Complex,,,,,,,,
1690,Ccel_3299,-,3846443,3846739,1,,0,0,0,0,,,,,,,,,
1691,Ccel_3300,-,3846891,3847319,1,,0,0,0,0,,,,,,,,,
1692,"Ccel_3301,Ccel_3302",-,3847458,3848328,2,,0,0,0,0,Flat,,,,,,,,
1693,Ccel_3303,-,3848418,3848687,1,,0,0,0,0,,,,,,,,,
1694,"Ccel_3304,Ccel_3305,Ccel_3306,Ccel_3307,Ccel_3308,Ccel_3309,Ccel_3310,Ccel_3311,Ccel_3312,Ccel_3313,Ccel_3314",-,3849048,3859414,11,,0,0,0,0,Complex,,,,,,,,
1695,"Ccel_3315,Ccel_3316",-,3859487,3859898,2,,0,0,0,0,Flat,,,,,,,,
1696,"Ccel_3317,Ccel_3318",+,3860095,3862231,2,3860088,0,0,0,0,Up,,,,,,,,
1697,"Ccel_R0076,Ccel_R0077",-,3862355,3862509,2,,0,0,0,0,Up,,,,,,,,
1698,Ccel_3319,-,3862595,3863239,1,3863305,0,0,0,0,,,,,,,,,
1699,"Ccel_3320,Ccel_3321",-,3863373,3864771,2,,0,0,0,0,Down,,,,,,,,
1700,Ccel_3322,-,3865074,3865835,1,3865851,0,0,0,0,,,,,,,,,
1701,Ccel_3323,-,3865901,3866734,1,,0,0,0,0,,,,,,,,,
1702,"Ccel_3324,Ccel_3325",-,3866867,3869006,2,,0,0,0,0,Down,,,,,,,,
1703,Ccel_3326,-,3869191,3870069,1,3870101,0,0,0,0,,,,,,,,,
1704,Ccel_3327,+,3870210,3871646,1,,0,0,0,0,,,,,,,,,
1705,"Ccel_3328,Ccel_3329",-,3872037,3873278,2,3873297,0,0,0,0,Up,,,,,,,,
1706,Ccel_3330,+,3873494,3874270,1,,0,0,0,0,,,,,,,,,
1707,Ccel_3331,-,3874463,3875383,1,,0,0,0,0,,,,,,,,,
1708,Ccel_3332,-,3875484,3876764,1,3876814,0,0,0,0,,,,,,,,,
1709,"Ccel_3333,Ccel_3334",-,3877003,3879727,2,,0,0,0,0,Down,,,,,,,,
1710,Ccel_3335,-,3879866,3880507,1,3880538,0,0,0,0,,,,,,,,,
1711,Ccel_3336,-,3880716,3881774,1,3881789,0,0,0,0,,,,,,,,,
1712,Ccel_3337,-,3881990,3883165,1,3883281,0,0,0,0,,,,,,,,,
1713,Ccel_3338,+,3883367,3883741,1,3883321,0,0,0,0,,,,,,,,,
1714,Ccel_3339,-,3884127,3884951,1,,0,0,0,0,,,,,,,,,
1715,Ccel_3340,-,3885316,3886233,1,,0,0,0,0,,,,,,,,,
1716,Ccel_3341,-,3886378,3887133,1,,0,0,0,0,,,,,,,,,
1717,Ccel_3342,+,3887404,3887619,1,,0,0,0,0,,,,,,,,,
1718,Ccel_3343,+,3887772,3887963,1,3887730,0,0,0,0,,,,,,,,,
1719,Ccel_3344,+,3888146,3889177,1,3888109,0,0,0,0,,,,,,,,,
1720,"Ccel_3345,Ccel_3346,Ccel_3347,Ccel_3348",+,3889238,3890839,4,,0,0,0,0,Flat,,,,,,,,
1721,Ccel_3349,-,3890856,3891962,1,,0,0,0,0,,,,,,,,,
1722,Ccel_3350,-,3892033,3893418,1,,0,0,0,0,,,,,,,,,
1723,Ccel_3351,+,3893536,3895275,1,,0,0,0,0,,,,,,,,,
1724,"Ccel_3352,Ccel_3353,Ccel_3354,Ccel_3355,Ccel_3356",-,3895327,3898615,5,,0,0,0,0,Complex,,,,,,,,
1725,Ccel_3357,-,3898733,3898891,1,3898990,0,0,0,0,,,,,,,,,
1726,"Ccel_3358,Ccel_3359",-,3898975,3899833,2,3899887,0,0,0,0,Up,,,,,,,,
1727,Ccel_3360,-,3899961,3900569,1,,0,0,0,0,,,,,,,,,
1728,"Ccel_3361,Ccel_3362",+,3900718,3902715,2,,0,0,0,0,Flat,,,,,,,,
1729,"Ccel_3363,Ccel_3364,Ccel_3365",-,3902681,3904453,3,,0,0,0,0,Complex,,,,,,,,
1730,"Ccel_3366,Ccel_3367,Ccel_3368,Ccel_3369",-,3904591,3906941,4,,1,0,0,1,Complex,,,,,,,,
1731,"Ccel_3370,Ccel_3371",-,3907020,3909853,2,,1,0,1,0,Up,,,,,,,,
1732,Ccel_3372,+,3910340,3911401,1,,0,0,0,0,,,,,,,,,
1733,"Ccel_3373,Ccel_3374",-,3911404,3913206,2,,0,0,0,0,Up,,,,,,,,
1734,Ccel_3375,-,3913377,3913586,1,3913720,0,0,0,0,,,,,,,,,
1735,Ccel_3376,-,3913774,3915846,1,3915977,0,0,0,0,,,,,,,,,
1736,Ccel_3377,+,3916413,3916757,1,3916350,0,0,0,0,,,,,,,,,
1737,"Ccel_3378,Ccel_3379,Ccel_3380",-,3916955,3918568,3,,0,0,0,0,Down,,,,,,,,
1738,Ccel_R0078,-,3918876,3918951,1,3918988,0,0,0,0,,,,,,,,,
1739,Ccel_R0079,-,3919115,3919190,1,,0,0,0,0,,,,,,,,,
1740,Ccel_3381,+,3919351,3920058,1,,0,0,0,0,,,,,,,,,
1741,Ccel_3382,+,3920352,3922829,1,,0,0,0,0,,,,,,,,,
1742,Ccel_3383,+,3922942,3924795,1,3922927,0,0,0,0,,,,,,,,,
1743,"Ccel_3384,Ccel_3385",-,3924832,3927593,2,3927656,0,0,0,0,Flat,,,,,,,,
1744,"Ccel_3386,Ccel_3387",-,3927975,3929182,2,,0,0,0,0,Flat,,,,,,,,
1745,"Ccel_3388,Ccel_3389",-,3929305,3931384,2,3931547,0,0,0,0,Up,,,,,,,,
1746,"Ccel_3390,Ccel_3391,Ccel_3392",-,3931584,3934423,3,3934467,0,0,0,0,Down,,,,,,,,
1747,"Ccel_3393,Ccel_3394",-,3934531,3937082,2,3937117,0,0,0,0,Flat,,,,,,,,
1748,"Ccel_3395,Ccel_3396",-,3937268,3939628,2,,0,0,0,0,Down,,,,,,,,
1749,Ccel_3397,-,3939731,3942013,1,3942041,0,0,0,0,,,,,,,,,
1750,Ccel_3398,-,3942231,3945155,1,,0,0,0,0,,,,,,,,,
1751,Ccel_3399,-,3945454,3948297,1,,0,0,0,0,,,,,,,,,
1752,"Ccel_3400,Ccel_3401",-,3948632,3951027,2,3951068,0,0,0,0,Flat,,,,,,,,
1753,"Ccel_3402,Ccel_3403",-,3951158,3952431,2,,0,0,0,0,Down,,,,,,,,
1754,Ccel_3404,+,3952563,3954167,1,3952543,0,0,0,0,,,,,,,,,
1755,Ccel_R0080,-,3954747,3954822,1,3954843,0,0,0,0,,,,,,,,,
1756,"Ccel_3405,Ccel_3406",+,3955127,3958806,2,,0,0,0,0,Up,,,,,,,,
1757,Ccel_3407,-,3958886,3959758,1,3959772,0,0,0,0,,,,,,,,,
1758,Ccel_3408,+,3960144,3960695,1,,0,0,0,0,,,,,,,,,
1759,Ccel_3409,+,3960858,3961226,1,3960845,0,0,0,0,,,,,,,,,
1760,Ccel_3410,-,3961510,3963429,1,3963437,0,0,0,0,,,,,,,,,
1761,Ccel_3411,+,3963560,3964483,1,,0,0,0,0,,,,,,,,,
1762,Ccel_3412,+,3964636,3967110,1,,0,0,0,0,,,,,,,,,
1763,"Ccel_3413,Ccel_3414",-,3967161,3968806,2,3968837,0,0,0,0,Up,,,,,,,,
1764,Ccel_3415,+,3969090,3971078,1,3969071,0,0,0,0,,,,,,,,,
1765,"Ccel_3416,Ccel_3417,Ccel_3418,Ccel_3419",+,3971286,3974031,4,,0,0,0,0,Complex,,,,,,,,
1766,Ccel_3420,+,3974126,3975415,1,3974100,0,0,0,0,,,,,,,,,
1767,"Ccel_3421,Ccel_3422",+,3975550,3976957,2,,0,0,0,0,Down,,,,,,,,
1768,Ccel_3423,-,3977028,3979310,1,3979333,0,0,0,0,,,,,,,,,
1769,"Ccel_R0081,Ccel_R0082,Ccel_R0083,Ccel_R0084",-,3979462,3985283,4,,5,1,1,3,Unknown,,,,,,,,
1770,"Ccel_3424,Ccel_3425",-,3985943,3987544,2,3987583,0,0,0,0,Up,,,,,,,,
1771,Ccel_3426,-,3987858,3989183,1,,0,0,0,0,,,,,,,,,
1772,"Ccel_3427,Ccel_3428",+,3989337,3990797,2,,0,0,0,0,Flat,,,,,,,,
1773,"Ccel_3429,Ccel_3430,Ccel_3431",-,3990923,3995084,3,,0,0,0,0,Complex,,,,,,,,
1774,Ccel_3432,-,3995380,3995637,1,3995679,0,0,0,0,,,,,,,,,
1775,Ccel_3433,-,3995749,3997311,1,,0,0,0,0,,,,,,,,,
1776,"Ccel_3434,Ccel_3435,Ccel_3436,Ccel_3437",-,3997446,4002355,4,,2,0,0,2,Complex,,,,,,,,
1777,Ccel_3438,-,4002835,4004394,1,4004468,0,0,0,0,,,,,,,,,
1778,"Ccel_3439,Ccel_3440",-,4004515,4005361,2,,0,0,0,0,Up,,,,,,,,
1779,"Ccel_3441,Ccel_3442",+,4005578,4007571,2,,0,0,0,0,Up,,,,,,,,
1780,Ccel_3443,-,4007630,4008094,1,,0,0,0,0,,,,,,,,,
1781,"Ccel_3444,Ccel_3445,Ccel_3446",-,4008247,4011440,3,,0,0,0,0,Complex,,,,,,,,
1782,Ccel_3447,-,4011556,4012746,1,4012805,0,0,0,0,,,,,,,,,
1783,"Ccel_3448,Ccel_3449,Ccel_3450,Ccel_3451,Ccel_3452",-,4012835,4017922,5,,0,0,0,0,Complex,,,,,,,,
1784,Ccel_3453,+,4018096,4018437,1,,0,0,0,0,,,,,,,,,
1785,Ccel_3454,+,4018870,4021314,1,,0,0,0,0,,,,,,,,,
1786,Ccel_3455,+,4021455,4022021,1,,0,0,0,0,,,,,,,,,
1787,"Ccel_3456,Ccel_3457",+,4022108,4023688,2,4022082,0,0,0,0,Up,,,,,,,,
1788,Ccel_3458,+,4023776,4027009,1,4023758,0,0,0,0,,,,,,,,,
1789,"Ccel_3459,Ccel_3460",-,4027067,4030030,2,4030096,0,0,0,0,Flat,,,,,,,,
1790,Ccel_R0085,+,4030260,4030336,1,,0,0,0,0,,,,,,,,,
1791,Ccel_3461,+,4030664,4031824,1,4030634,0,0,0,0,,,,,,,,,
1792,Ccel_3462,-,4031921,4032151,1,,0,0,0,0,,,,,,,,,
1793,Ccel_3463,+,4032256,4034331,1,,0,0,0,0,,,,,,,,,
1794,Ccel_3464,+,4034509,4035552,1,,0,0,0,0,,,,,,,,,
1795,Ccel_3465,-,4035778,4036203,1,4036234,0,0,0,0,,,,,,,,,
1796,Ccel_3466,+,4036363,4036614,1,,0,0,0,0,,,,,,,,,
1797,"Ccel_3467,Ccel_3468,Ccel_3469,Ccel_3470",-,4036673,4041763,4,4041784,0,0,0,0,Complex,,,,,,,,
1798,"Ccel_3471,Ccel_3472,Ccel_3473",-,4041888,4043379,3,,0,0,0,0,Down,,,,,,,,
1799,Ccel_3474,+,4043542,4043922,1,4043493,0,0,0,0,,,,,,,,,
1800,Ccel_3475,+,4044229,4044474,1,,0,0,0,0,,,,,,,,,
1801,Ccel_3476,-,4044540,4045442,1,4045479,0,0,0,0,,,,,,,,,
1802,Ccel_3477,-,4045641,4045811,1,4045906,0,0,0,0,,,,,,,,,
1803,"Ccel_3478,Ccel_3479,Ccel_3480",-,4046259,4049734,3,,0,0,0,0,Unknown,,,,,,,,
1804,Ccel_3481,-,4050214,4051348,1,,0,0,0,0,,,,,,,,,
1805,"Ccel_R0086,Ccel_R0087,Ccel_R0088",-,4051691,4057459,3,,6,2,1,3,Unknown,,,,,,,,
1806,Ccel_3482,-,4058002,4060524,1,4060558,0,0,0,0,,,,,,,,,
1807,Ccel_3483,-,4060761,4061606,1,4061672,0,0,0,0,,,,,,,,,
1808,"Ccel_3484,Ccel_3485,Ccel_3486",-,4061766,4065808,3,,0,0,0,0,Unknown,,,,,,,,
1809,"Ccel_3487,Ccel_3488,Ccel_3489,Ccel_3490",-,4065943,4068012,4,,0,0,0,0,Complex,,,,,,,,
1810,Ccel_3491,-,4068088,4068222,1,4068279,0,0,0,0,,,,,,,,,
