"Locus"	"start.x"	"end"	"strand"	"product_accession"	"Product"	"feature_interval_length"	"product_length"	"GO"	"GO_terms"	"Enzyme.Codes.list"	"Description"	"start.y"
"Ccel_2101"	2458887	2459828	"-"	"ACL76446.1"	"phosphate binding protein"	942	313	2	"P:transport; F:hydrolase activity"	""	"phosphate ABC transporter substrate-binding"	2458887
"Ccel_2102"	2459973	2460827	"-"	"ACL76447.1"	"phosphate ABC transporter, inner membrane subunit PstA"	855	284	3	"C:integral component of plasma membrane; F:inorganic phosphate transmembrane transporter activity; P:phosphate ion transmembrane transport"	""	"phosphate ABC permease"	2459973
"Ccel_2103"	2460853	2461785	"-"	"ACL76448.1"	"phosphate ABC transporter, inner membrane subunit PstC"	933	310	5	"F:inorganic phosphate transmembrane transporter activity; P:transmembrane transport; P:phosphate ion transport; C:integral component of membrane; C:plasma membrane"	""	"phosphate ABC transporter permease subunit"	2460853
"Ccel_2104"	2462064	2462822	"+"	"ACL76449.1"	"phosphate ABC transporter, ATPase subunit"	759	252	6	"F:inorganic phosphate transmembrane transporter activity; F:ATP binding; P:metabolic process; F:phosphate ion transmembrane-transporting ATPase activity; C:ATP-binding cassette (ABC) transporter complex; P:phosphate ion transmembrane transport"	"EC:3.6.3.27; EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"phosphate ABC transporter ATP-binding"	2462064
"Ccel_2105"	2462835	2463500	"+"	"ACL76450.1"	"phosphate uptake regulator, PhoU"	666	221	4	"P:negative regulation of phosphate metabolic process; P:phosphate ion transport; C:cytoplasm; P:cellular phosphate ion homeostasis"	""	"phosphate transport system regulatory"	2462835
"Ccel_2106"	2463535	2464251	"+"	"ACL76451.1"	"two component transcriptional regulator, winged helix family"	717	238	4	"F:DNA binding; P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated; C:intracellular"	""	"DNA-binding response regulator"	2463535
"Ccel_2107"	2464294	2466090	"+"	"ACL76452.1"	"histidine kinase"	1797	598	8	"F:phosphorelay sensor kinase activity; F:ATP binding; C:protein histidine kinase complex; P:phosphorelay signal transduction system; C:integral component of membrane; P:regulation of transcription, DNA-templated; P:signal transduction by protein phosphorylation; C:intracellular"	"EC:2.7.3; EC:2.7.13.3"	"PAS domain-containing sensor histidine kinase"	2464294
"Ccel_2108"	2466252	2466716	"-"	"ACL76453.1"	"transposase IS200-family protein"	465	154	3	"F:DNA binding; F:transposase activity; P:transposition, DNA-mediated"	""	"transposase [ [[Clostridium] clariflavum DSM 19732]"	2466252
"Ccel_2109"	2466969	2469404	"-"	"ACL76454.1"	"glycosyltransferase 36"	2436	811	4	"F:carbohydrate binding; F:cellobiose phosphorylase activity; P:starch metabolic process; P:sucrose metabolic process"	"EC:2.4.1.1; EC:2.4.1.20"	"glycosyl transferase"	2466969
"Ccel_2110"	2470139	2470966	"-"	"ACL76455.1"	"binding-protein-dependent transport systems inner membrane component"	828	275	5	"C:integral component of plasma membrane; C:ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing; P:glycerol-3-phosphate transport; P:glycerophosphodiester transport; P:carbohydrate transport"	""	"ABC transporter permease"	2470139
"Ccel_2111"	2470953	2471873	"-"	"ACL76456.1"	"binding-protein-dependent transport systems inner membrane component"	921	306	3	"C:integral component of membrane; P:carbohydrate transport; C:plasma membrane"	""	"sugar ABC transporter permease"	2470953
"Ccel_2112"	2471980	2473329	"-"	"ACL76457.1"	"extracellular solute-binding protein family 1"	1350	449	2	"P:carbohydrate transport; F:transporter activity"	""	"ABC transporter substrate-binding"	2471980
"Ccel_2113"	2473665	2475281	"-"	"ACL76458.1"	"two component transcriptional regulator, AraC family"	1617	538	6	"C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding; P:regulation of transcription, DNA-templated"	""	"DNA-binding response regulator"	2473665
"Ccel_2114"	2475259	2477142	"-"	"ACL76459.1"	"putative sensor with HAMP domain"	1884	627	7	"F:phosphorelay sensor kinase activity; C:protein histidine kinase complex; P:phosphorelay signal transduction system; C:integral component of membrane; P:signal transduction by protein phosphorylation; C:intracellular; P:peptidyl-histidine phosphorylation"	"EC:2.7.3; EC:2.7.13.3"	"two-component sensor histidine kinase"	2475259
"Ccel_2115"	2477197	2478495	"-"	"ACL76460.1"	"extracellular solute-binding protein family 1"	1299	432	2	"P:carbohydrate transport; F:transporter activity"	""	"ABC transporter substrate-binding"	2477197
"Ccel_2116"	2478696	2481041	"-"	"ACL76461.1"	"ATPase AAA-2 domain protein"	2346	781	1	"F:ATP binding"	""	"---NA---"	2478696
"Ccel_2117"	2481348	2482346	"-"	"ACL76462.1"	"phosphate transporter"	999	332	3	"F:inorganic phosphate transmembrane transporter activity; P:phosphate ion transport; C:membrane"	""	"---NA---"	2481348
"Ccel_2118"	2482339	2482962	"-"	"ACL76463.1"	"protein of unknown function DUF47"	624	207	NA	NA	""	"---NA---"	2482339
"Ccel_2119"	2483235	2486063	"-"	"ACL76464.1"	"excinuclease ABC, A subunit"	2829	942	6	"F:ATPase activity; F:ATP binding; P:DNA catabolic process; F:excinuclease ABC activity; C:excinuclease repair complex; P:nucleotide-excision repair"	"EC:3.6.1; EC:3.6.1.3; EC:3.1; EC:3.6.1.15"	"---NA---"	2483235
"Ccel_2120"	2486447	2486992	"+"	"ACL76465.1"	"proton-coupled thiamine transporter YuaJ"	546	181	3	"F:thiamine transmembrane transporter activity; P:thiamine transport; C:plasma membrane"	""	"---NA---"	2486447
"Ccel_2122"	2487344	2488987	"-"	"ACL76466.1"	"Resolvase domain protein"	1644	547	3	"F:DNA binding; F:recombinase activity; P:DNA recombination"	""	"---NA---"	2487344
"Ccel_2123"	2489013	2490290	"-"	"ACL76467.1"	"glycosyl hydrolase 53 domain protein"	1278	425	2	"P:polysaccharide catabolic process; F:glucosidase activity"	"EC:3.2.1"	"---NA---"	2489013
"Ccel_2124"	2490424	2490558	"-"	"ACL76468.1"	"hypothetical protein"	135	44	NA	NA	""	"---NA---"	2490424
"Ccel_2125"	2490869	2492164	"+"	"ACL76469.1"	"signal transduction histidine kinase regulating citrate/malate metabolism"	1296	431	4	"F:phosphorelay sensor kinase activity; C:protein histidine kinase complex; P:phosphorelay signal transduction system; P:phosphorylation"	"EC:2.7.3; EC:2.7.13.3"	"---NA---"	2490869
"Ccel_2126"	2492179	2492313	"-"	"ACL76470.1"	"hypothetical protein"	135	44	NA	NA	""	"---NA---"	2492179
"Ccel_2127"	2492310	2492894	"-"	"ACL76471.1"	"Accessory gene regulator B"	585	194	4	"P:quorum sensing; C:integral component of membrane; F:peptidase activity; P:pathogenesis"	""	"---NA---"	2492310
"Ccel_2128"	2494840	2495547	"+"	"ACL76472.1"	"NLP/P60 protein"	708	235	NA	NA	""	"---NA---"	2494840
"Ccel_2129"	2495643	2496638	"-"	"ACL76473.1"	"NAD-dependent glycerol-3-phosphate dehydrogenase domain protein"	996	331	7	"P:carbohydrate metabolic process; P:glycerolipid metabolic process; C:glycerol-3-phosphate dehydrogenase complex; F:NAD binding; P:glycerol-3-phosphate catabolic process; P:oxidation-reduction process; F:glycerol-3-phosphate dehydrogenase [NAD+] activity"	"EC:1.1.1.8; EC:1.1.1.94"	"---NA---"	2495643
"Ccel_2130"	2496672	2497310	"-"	"ACL76474.1"	"protein of unknown function DUF205"	639	212	3	"F:acyl-phosphate glycerol-3-phosphate acyltransferase activity; P:phospholipid biosynthetic process; C:plasma membrane"	""	"---NA---"	2496672
"Ccel_2131"	2497379	2498704	"-"	"ACL76475.1"	"small GTP-binding protein"	1326	441	2	"F:GTP binding; P:ribosome biogenesis"	""	"ribosome biogenesis GTPase Der"	2497379
"Ccel_2132"	2498764	2500080	"-"	"ACL76476.1"	"protein of unknown function DUF512"	1317	438	3	"F:protein binding; F:catalytic activity; P:metabolic process"	""	"radical SAM ["	2498764
"Ccel_2133"	2500335	2500799	"-"	"ACL76477.1"	"transposase IS200-family protein"	465	154	3	"F:DNA binding; F:transposase activity; P:transposition, DNA-mediated"	""	"transposase [ [[Clostridium] clariflavum DSM 19732]"	2500335
"Ccel_2134"	2501011	2501193	"-"	"ACL76478.1"	"ribosomal protein L32"	183	60	4	"F:structural constituent of ribosome; P:ribosome biogenesis; C:large ribosomal subunit; P:translation"	""	"50S ribosomal L32"	2501011
"Ccel_2135"	2501237	2501734	"-"	"ACL76479.1"	"protein of unknown function DUF177"	498	165	1	"C:ribosome"	""	"metal-binding possibly nucleic-acid binding"	2501237
"Ccel_2136"	2501858	2503051	"-"	"ACL76480.1"	"acetate kinase"	1194	397	8	"F:magnesium ion binding; F:ATP binding; C:cytoplasm; P:acetyl-CoA biosynthetic process; P:taurine metabolic process; P:phosphorylation; P:pyruvate metabolic process; F:acetate kinase activity"	"EC:2.7.2.1"	"acetate kinase"	2501858
"Ccel_2137"	2503098	2504093	"-"	"ACL76481.1"	"phosphate acetyltransferase"	996	331	6	"F:phosphate acetyltransferase activity; P:acyl-carrier-protein biosynthetic process; C:cytoplasm; P:acetyl-CoA biosynthetic process; P:taurine metabolic process; P:pyruvate metabolic process"	"EC:2.3.1.8; EC:2.3.1"	"phosphate acetyltransferase"	2503098
"Ccel_2138"	2504474	2506075	"+"	"ACL76482.1"	"spermidine synthase"	1602	533	1	"C:integral component of membrane"	""	"spermidine synthase"	2504474
"Ccel_2139"	2506212	2507681	"+"	"ACL76483.1"	"glutamyl-tRNA synthetase"	1470	489	6	"F:ATP binding; P:chlorophyll metabolic process; C:glutamate-tRNA ligase complex; F:glutamate-tRNA ligase activity; F:tRNA binding; P:glutamyl-tRNA aminoacylation"	"EC:6.1.1; EC:6.1.1.17"	"glutamate--tRNA ligase"	2506212
"Ccel_2140"	2507717	2508928	"+"	"ACL76484.1"	"proposed homoserine kinase"	1212	403	5	"F:metal ion binding; P:phosphorylation; F:kinase activity; P:glucose catabolic process; F:2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"	"EC:5.4.2.1"	"phosphoglycerate mutase"	2507717
"Ccel_2142"	2510522	2510701	"-"	"ACL76485.1"	"hypothetical protein"	180	59	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2510522
"Ccel_2143"	2510829	2512343	"+"	"ACL76486.1"	"Recombinase"	1515	504	3	"F:DNA binding; F:recombinase activity; P:DNA recombination"	""	"serine recombinase"	2510829
"Ccel_2144"	2512447	2512845	"-"	"ACL76487.1"	"Fascin family protein"	399	132	2	"F:actin filament binding; F:protein binding, bridging"	""	"fasciclin [[Clostridium] papyrosolvens]"	2512447
"Ccel_2145"	2512909	2514741	"-"	"ACL76488.1"	"histidine kinase"	1833	610	4	"F:ATP binding; C:integral component of membrane; P:phosphorylation; F:kinase activity"	""	"integral membrane sensor signal transduction histidine kinase"	2512909
"Ccel_2146"	2514754	2515374	"-"	"ACL76489.1"	"transcriptional regulator, XRE family"	621	206	3	"P:phosphorelay signal transduction system; F:sequence-specific DNA binding; C:intracellular"	""	"response regulator receiver modulated metal dependent phosphohydrolase"	2514754
"Ccel_2147"	2515714	2516139	"+"	"ACL76490.1"	"hypothetical protein"	426	141	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2515714
"Ccel_2148"	2516173	2516595	"+"	"ACL76491.1"	"hypothetical protein"	423	140	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2516173
"Ccel_2149"	2516985	2518031	"+"	"ACL76492.1"	"Integrase catalytic region"	1047	348	2	"F:DNA binding; P:DNA integration"	""	"Integrase catalytic region [[Clostridium] cellulolyticum H10]"	2516985
"Ccel_2150"	2518258	2518551	"-"	"ACL76493.1"	"conserved hypothetical protein"	294	97	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2518258
"Ccel_2151"	2518579	2519625	"-"	"ACL76494.1"	"Peptidoglycan-binding domain 1 protein"	1047	348	1	"P:self proteolysis"	""	"YD repeat [ partial ["	2518579
"Ccel_2153"	2522834	2524486	"-"	"ACL76495.1"	"YD repeat protein"	1653	550	3	"P:self proteolysis; C:integral component of membrane; F:serine-type endopeptidase activity"	"EC:3.4.21"	"RHS repeat-associated core domain"	2522834
"Ccel_2154"	2525335	2526135	"-"	"ACL76496.1"	"Integrase catalytic region"	801	266	2	"F:nucleic acid binding; P:DNA integration"	""	"integrase"	2525335
"Ccel_2155"	2526177	2526755	"-"	"ACL76497.1"	"transposase IS3/IS911 family protein"	579	192	1	"F:sequence-specific DNA binding"	""	"transposase IS3 IS911 family [[Clostridium] cellulolyticum H10]"	2526177
"Ccel_2156"	2526843	2527778	"-"	"ACL76498.1"	"Alpha/beta hydrolase fold-3 domain protein"	936	311	2	"P:metabolic process; F:hydrolase activity"	""	"esterase"	2526843
"Ccel_2157"	2527897	2528691	"-"	"ACL76499.1"	"hypothetical protein"	795	264	2	"C:integral component of membrane; P:transport"	""	"ABC transporter"	2527897
"Ccel_2158"	2528710	2529510	"-"	"ACL76500.1"	"putative ABC-2 type transport system permease protein"	801	266	2	"C:integral component of membrane; P:transport"	""	"ABC transporter permease"	2528710
"Ccel_2159"	2529516	2530397	"-"	"ACL76501.1"	"ABC transporter related"	882	293	3	"F:ATPase activity; F:ATP binding; P:metabolic process"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"ABC transporter"	2529516
"Ccel_2160"	2530847	2532130	"-"	"ACL76502.1"	"transposase IS116/IS110/IS902 family protein"	1284	427	3	"F:DNA binding; F:transposase activity; P:transposition, DNA-mediated"	""	"transposase [Caldanaerobacter subterraneus tengcongensis MB4]"	2530847
"Ccel_2161"	2532232	2532846	"-"	"ACL76503.1"	"transcriptional regulator, TetR family"	615	204	2	"F:DNA binding; P:regulation of transcription, DNA-templated"	""	"transcriptional regulator"	2532232
"Ccel_2162"	2533033	2534343	"-"	"ACL76504.1"	"lipolytic protein G-D-S-L family"	1311	436	8	"P:xylan catabolic process; P:glucomannan catabolic process; F:acetylxylan esterase activity; P:cellulose catabolic process; P:starch metabolic process; F:cellulase activity; F:cellulose binding; P:sucrose metabolic process"	"EC:3.1.1.72; EC:3.1.1.1; EC:3.2.1.4"	"acetylxylan esterase"	2533033
"Ccel_2163"	2534677	2534772	"-"	"ACL76505.1"	"hypothetical protein"	96	31	NA	NA	""	"---NA---"	2534677
"Ccel_2164"	2534937	2535485	"-"	"ACL76506.1"	"5-formyltetrahydrofolate cyclo-ligase"	549	182	4	"F:ATP binding; F:metal ion binding; F:5-formyltetrahydrofolate cyclo-ligase activity; P:metabolic process"	"EC:6.3.3.2"	"5-formyltetrahydrofolate cyclo-ligase"	2534937
"Ccel_2165"	2535522	2535845	"-"	"ACL76507.1"	"hypothetical protein"	324	107	1	"C:integral component of membrane"	""	"zinc ribbon domain-containing"	2535522
"Ccel_2166"	2535923	2536213	"-"	"ACL76508.1"	"conserved hypothetical protein"	291	96	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2535923
"Ccel_2167"	2536304	2537614	"-"	"ACL76509.1"	"amidohydrolase"	1311	436	4	"F:metal ion binding; P:nitrogen compound metabolic process; F:S-adenosylhomocysteine deaminase activity; F:5'-methylthioadenosine deaminase activity"	"EC:3.5.4.28"	"N-ethylammeline chlorohydrolase"	2536304
"Ccel_2168"	2537747	2538994	"-"	"ACL76510.1"	"adenosylhomocysteinase"	1248	415	4	"C:cytoplasm; F:adenosylhomocysteinase activity; P:one-carbon metabolic process; P:methionine metabolic process"	"EC:3.3.1.1; EC:3.3.1"	"adenosylhomocysteinase"	2537747
"Ccel_2169"	2539242	2539607	"-"	"ACL76511.1"	"carbohydrate-binding family 25 protein"	366	121	1	"F:starch binding"	""	"carbohydrate-binding [Ruminiclostridium thermocellum]"	2539242
"Ccel_2170"	2539707	2540876	"-"	"ACL76512.1"	"SAM dependent methyltransferase"	1170	389	2	"F:methyltransferase activity; P:methylation"	""	"SAM-dependent methyltransferase"	2539707
"Ccel_2171"	2540897	2541634	"-"	"ACL76513.1"	"pseudouridine synthase"	738	245	4	"P:pseudouridine synthesis; F:RNA binding; F:lyase activity; F:pseudouridine synthase activity"	"EC:5.4.99.12"	"16S rRNA pseudouridine(516) synthase"	2540897
"Ccel_2172"	2541671	2543086	"-"	"ACL76514.1"	"RNA methylase, NOL1/NOP2/sun family"	1416	471	5	"F:RNA binding; C:cytoplasm; P:rRNA processing; F:S-adenosylmethionine-dependent methyltransferase activity; P:methylation"	""	"SAM-dependent methyltransferase"	2541671
"Ccel_2173"	2543503	2543985	"+"	"ACL76515.1"	"RNA polymerase, sigma-24 subunit, ECF subfamily"	483	160	7	"F:DNA binding; F:sigma factor activity; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated"	""	"RNA polymerase sigma sigma-70 family"	2543503
"Ccel_2174"	2543973	2545070	"+"	"ACL76516.1"	"hypothetical protein"	1098	365	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	2543973
"Ccel_2175"	2545205	2545876	"-"	"ACL76517.1"	"transcriptional regulator, GntR family"	672	223	5	"F:DNA binding; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:regulation of transcription, DNA-templated"	""	"family transcriptional regulator"	2545205
"Ccel_2176"	2545933	2547861	"-"	"ACL76518.1"	"aconitate hydratase"	1929	642	5	"P:glyoxylate metabolic process; P:cellular amino acid biosynthetic process; P:reductive tricarboxylic acid cycle; F:4 iron, 4 sulfur cluster binding; F:aconitate hydratase activity"	"EC:4.2.1.3"	"aconitate hydratase"	2545933
"Ccel_2177"	2547976	2549349	"-"	"ACL76519.1"	"pyruvate carboxyltransferase"	1374	457	5	"F:2-isopropylmalate synthase activity; P:isoleucine biosynthetic process; P:valine biosynthetic process; P:leucine biosynthetic process; P:pyruvate metabolic process"	"EC:2.3.3.13"	"2-isopropylmalate synthase"	2547976
"Ccel_2178"	2549674	2550823	"-"	"ACL76520.1"	"transposase IS3/IS911 family protein"	1149	382	NA	NA	NA	NA	2549674
"Ccel_2179"	2551002	2552249	"+"	"ACL76521.1"	"methyl-accepting chemotaxis sensory transducer"	1248	415	3	"P:signal transduction; C:integral component of membrane; F:signal transducer activity"	""	"chemotaxis ["	2551002
"Ccel_2180"	2552340	2553599	"-"	"ACL76522.1"	"phosphoribosylamine/glycine ligase"	1260	419	6	"F:magnesium ion binding; F:ATP binding; F:phosphoribosylamine-glycine ligase activity; P:'de novo' IMP biosynthetic process; F:manganese ion binding; P:purine nucleobase biosynthetic process"	"EC:6.3.4.13"	"phosphoribosylamine--glycine ligase"	2552340
"Ccel_2181"	2553672	2555216	"-"	"ACL76523.1"	"phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"	1545	514	5	"F:IMP cyclohydrolase activity; P:'de novo' IMP biosynthetic process; P:purine nucleobase metabolic process; C:mitochondrial inner membrane peptidase complex; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity"	"EC:3.5.4.10; EC:2.1.2.3"	"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase inosine monophosphate cyclohydrolase"	2553672
