start	end	strand	product_accession	Product	Locus	feature_interval_length	product_length
2893272	2896790	-	ACL76733.1	PA14 domain protein	Ccel_2403	3519	1172
1831389	1831784	+	ACL75862.1	PAAR repeat-containing protein	Ccel_1510	396	131
2232824	2233306	-	ACL76228.1	pantetheine-phosphate adenylyltransferase	Ccel_1880	483	160
2142071	2142916	-	ACL76136.1	pantoate/beta-alanine ligase	Ccel_1786	846	281
816354	817199	-	ACL75084.1	pantothenate kinase	Ccel_0705	846	281
2373103	2374347	-	ACL76358.1	Parallel beta-helix repeat protein	Ccel_2012	1245	414
7418	8263	+	ACL74396.1	parB-like partition protein	Ccel_0008	846	281
3698033	3699091	-	ACL77454.1	parB-like partition protein	Ccel_3163	1059	352
3852439	3853788	-	ACL77595.1	parB-like partition protein	Ccel_3306	1350	449
4060761	4061606	-	ACL77770.1	parB-like partition protein	Ccel_3483	846	281
3922942	3924795	+	ACL77671.1	PAS/PAC sensor signal transduction histidine kinase	Ccel_3383	1854	617
3934531	3936354	-	ACL77681.1	PAS/PAC sensor signal transduction histidine kinase	Ccel_3393	1824	607
592543	593412	-	ACL74895.1	Patatin	Ccel_0513	870	289
1760840	1761925	+	ACL75803.1	Patatin	Ccel_1449	1086	361
1538857	1540515	+	ACL75601.1	pectate lyase	Ccel_1245	1659	552
2621253	2622641	-	ACL76585.1	Pectate lyase/Amb allergen	Ccel_2243	1389	462
1540543	1542225	+	ACL75602.1	Pectinesterase	Ccel_1246	1683	560
3081522	3083624	-	ACL76888.1	penicillin-binding protein 2	Ccel_2560	2103	700
546888	549092	+	ACL74860.1	penicillin-binding protein transpeptidase	Ccel_0478	2205	734
1802971	1804626	+	ACL75839.1	penicillin-binding protein transpeptidase	Ccel_1486	1656	551
2995455	2996870	-	ACL76804.1	penicillin-binding protein transpeptidase	Ccel_2476	1416	471
2641259	2641906	+	ACL76601.1	pentapeptide repeat protein	Ccel_2262	648	215
2904446	2905243	-	ACL76740.1	peptidase A24A domain protein	Ccel_2410	798	265
590001	590549	+	ACL74892.1	peptidase A24A prepilin type IV	Ccel_0510	549	182
592045	592548	+	ACL74894.1	peptidase A24A prepilin type IV	Ccel_0512	504	167
3338672	3339133	-	ACL77077.1	peptidase A24A prepilin type IV	Ccel_2779	462	153
3897899	3898615	-	ACL77645.1	peptidase C26	Ccel_3356	717	238
3975550	3976770	+	ACL77709.1	peptidase M14 carboxypeptidase A	Ccel_3421	1221	406
950810	951505	+	ACL75209.1	peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_0832	696	231
1601822	1602265	+	ACL75651.1	peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_1296	444	147
1804706	1805413	-	ACL75840.1	peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_1487	708	235
3503481	3504182	-	ACL77238.1	peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_2944	702	233
3578215	3578916	-	ACL77317.1	peptidase M15B and M15C DD-carboxypeptidase VanY/endolysin	Ccel_3025	702	233
539573	540877	+	ACL74853.1	peptidase M16 domain protein	Ccel_0471	1305	434
540905	542188	+	ACL74854.1	peptidase M16 domain protein	Ccel_0472	1284	427
2050666	2051901	-	ACL76057.1	peptidase M16 domain protein	Ccel_1706	1236	411
2951670	2955083	-	ACL76776.1	peptidase M16 domain protein	Ccel_2447	3414	1137
2276048	2277478	-	ACL76274.1	peptidase M18 aminopeptidase I	Ccel_1926	1431	476
829645	830583	+	ACL75100.1	peptidase M19 renal dipeptidase	Ccel_0721	939	312
920272	920982	+	ACL75178.1	peptidase M22 glycoprotease	Ccel_0800	711	236
320377	321168	+	ACL74669.1	Peptidase M23	Ccel_0282	792	263
1061372	1062409	-	ACL75256.1	Peptidase M23	Ccel_0884	1038	345
3073273	3074130	-	ACL76876.1	Peptidase M23	Ccel_2548	858	285
3425823	3426671	+	ACL77169.1	Peptidase M23	Ccel_2875	849	282
3460289	3461416	-	ACL77199.1	Peptidase M23	Ccel_2905	1128	375
3662085	3663017	-	ACL77417.1	Peptidase M23	Ccel_3126	933	310
651027	652220	+	ACL74947.1	peptidase M24	Ccel_0565	1194	397
2273419	2274504	-	ACL76271.1	peptidase M24	Ccel_1923	1086	361
2107610	2108596	-	ACL76111.1	peptidase M42 family protein	Ccel_1760	987	328
2108628	2109674	-	ACL76112.1	peptidase M42 family protein	Ccel_1761	1047	348
2109728	2110786	-	ACL76113.1	peptidase M42 family protein	Ccel_1762	1059	352
3118494	3119816	-	ACL76913.1	peptidase M48 Ste24p	Ccel_2585	1323	440
2094325	2094966	+	ACL76099.1	peptidase M50	Ccel_1748	642	213
3072339	3073244	-	ACL76875.1	peptidase M50	Ccel_2547	906	301
1866015	1866713	+	ACL75883.1	peptidase membrane zinc metallopeptidase putative	Ccel_1531	699	232
2067082	2068206	-	ACL76070.1	peptidase S1 and S6 chymotrypsin/Hap	Ccel_1719	1125	374
2245123	2246688	-	ACL76238.1	peptidase S1 and S6 chymotrypsin/Hap	Ccel_1890	1566	521
2287740	2288873	-	ACL76286.1	peptidase S1 and S6 chymotrypsin/Hap	Ccel_1938	1134	377
3542542	3543828	+	ACL77284.1	peptidase S1 and S6 chymotrypsin/Hap	Ccel_2990	1287	428
558764	559969	+	ACL74869.1	peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	Ccel_0487	1206	401
598883	600103	-	ACL74902.1	peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	Ccel_0520	1221	406
1665878	1667200	-	ACL75724.1	peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	Ccel_1370	1323	440
2094982	2096208	-	ACL76100.1	peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	Ccel_1749	1227	408
2048092	2048856	-	ACL76054.1	peptidase S14 ClpP	Ccel_1703	765	254
3389125	3389814	-	ACL77129.1	peptidase S14 ClpP	Ccel_2835	690	229
921471	923876	+	ACL75180.1	"peptidase S16, lon-like protein"	Ccel_0802	2406	801
3183812	3185200	-	ACL76967.1	peptidase S8 and S53 subtilisin kexin sedolisin	Ccel_2643	1389	462
3726593	3728491	-	ACL77486.1	peptidase S8 and S53 subtilisin kexin sedolisin	Ccel_3196	1899	632
4011556	4012746	-	ACL77735.1	peptidase S8 and S53 subtilisin kexin sedolisin	Ccel_3447	1191	396
2659455	2660567	-	ACL76614.1	peptidase T-like protein	Ccel_2277	1113	370
198225	200732	+	ACL74564.1	peptidase U32	Ccel_0176	2508	835
1789155	1790375	+	ACL75828.1	peptidase U32	Ccel_1474	1221	406
2194342	2194809	-	ACL76187.1	peptidase U35 phage prohead HK97	Ccel_1839	468	155
266778	267587	+	ACL74624.1	peptidase U57 YabG	Ccel_0237	810	269
285258	286337	+	ACL74642.1	peptide chain release factor 1	Ccel_0255	1080	359
1741833	1743452	-	ACL75788.1	peptide chain release factor 3	Ccel_1434	1620	539
40629	41084	+	ACL74426.1	peptide deformylase	Ccel_0038	456	151
1863781	1864260	+	ACL75880.1	peptide deformylase	Ccel_1528	480	159
2518579	2519625	-	ACL76494.1	Peptidoglycan-binding domain 1 protein	Ccel_2151	1047	348
2560995	2562644	+	ACL76530.1	Peptidoglycan-binding domain 1 protein	Ccel_2188	1650	549
21120	22688	+	ACL74409.1	Peptidoglycan-binding LysM	Ccel_0021	1569	522
2037500	2037790	-	ACL76043.1	Peptidoglycan-binding LysM	Ccel_1692	291	96
1705021	1705542	+	ACL75756.1	peptidyl-prolyl cis-trans isomerase cyclophilin type	Ccel_1402	522	173
3616874	3617500	+	ACL77371.1	peptidyl-prolyl cis-trans isomerase cyclophilin type	Ccel_3079	627	208
3627671	3628240	-	ACL77383.1	peptidyl-tRNA hydrolase	Ccel_3091	570	189
3210347	3211369	-	ACL76986.1	periplasmic binding protein	Ccel_2663	1023	340
3738782	3739783	-	ACL77494.1	periplasmic binding protein	Ccel_3204	1002	333
1497206	1498234	+	ACL75579.1	periplasmic binding protein/LacI transcriptional regulator	Ccel_1223	1029	342
1978780	1979781	-	ACL75993.1	periplasmic binding protein/LacI transcriptional regulator	Ccel_1642	1002	333
2348922	2349968	-	ACL76332.1	periplasmic binding protein/LacI transcriptional regulator	Ccel_1984	1047	348
1419980	1420891	+	ACL75513.1	periplasmic solute binding protein	Ccel_1156	912	303
62580	63638	-	ACL74442.1	periplasmic sugar-binding protein	Ccel_0054	1059	352
1084852	1085748	+	ACL75279.1	permease	Ccel_0907	897	298
1322299	1323312	+	ACL75425.1	permease	Ccel_1066	1014	337
3065340	3065711	-	ACL76868.1	permease	Ccel_2540	372	123
3557001	3558575	-	ACL77299.1	permease	Ccel_3005	1575	524
971277	973688	+	ACL75226.1	PfaD family protein	Ccel_0854	2412	803
1136222	1137187	+	ACL75317.1	PfkB domain protein	Ccel_0954	966	321
1334602	1335555	+	ACL75439.1	PfkB domain protein	Ccel_1080	954	317
1419001	1419903	+	ACL75512.1	PfkB domain protein	Ccel_1155	903	300
2014138	2015154	-	ACL76022.1	PfkB domain protein	Ccel_1671	1017	338
3721630	3722730	-	ACL77481.1	PfkB domain protein	Ccel_3191	1101	366
3387003	3387323	-	ACL77125.1	phage head-tail adaptor	Ccel_2831	321	106
3508397	3508729	-	ACL77248.1	phage head-tail adaptor	Ccel_2954	333	110
1080988	1081371	+	ACL75275.1	phage integrase family site specific recombinase	Ccel_0903	384	127
3387912	3389105	-	ACL77128.1	"phage major capsid protein, HK97 family"	Ccel_2834	1194	397
3509057	3510019	-	ACL77250.1	"phage major capsid protein, HK97 family"	Ccel_2956	963	320
3385636	3386235	-	ACL77122.1	"phage major tail protein, phi13 family"	Ccel_2828	600	199
3379270	3381789	-	ACL77117.1	phage minor structural protein	Ccel_2823	2520	839
3389815	3391059	-	ACL77130.1	"phage portal protein, HK97 family"	Ccel_2836	1245	414
3510792	3512039	-	ACL77253.1	"phage portal protein, HK97 family"	Ccel_2959	1248	415
3510191	3510802	-	ACL77252.1	"phage prohead protease, HK97 family"	Ccel_2958	612	203
3648648	3648863	-	ACL77405.1	phage protein	Ccel_3114	216	71
3847458	3847877	-	ACL77590.1	phage protein	Ccel_3301	420	139
3855424	3855906	-	ACL77597.1	phage protein	Ccel_3308	483	160
3855932	3857098	-	ACL77598.1	phage protein	Ccel_3309	1167	388
1829581	1830627	+	ACL75860.1	phage protein D	Ccel_1508	1047	348
3386579	3387010	-	ACL77124.1	"phage protein, HK97 gp10 family"	Ccel_2830	432	143
3515217	3517409	-	ACL77256.1	phage related protein	Ccel_2962	2193	730
26265	26996	+	ACL74413.1	"phage shock protein A, PspA"	Ccel_0025	732	243
2917084	2917656	-	ACL76746.1	phage SPO1 DNA polymerase-related protein	Ccel_2416	573	190
3381795	3382568	-	ACL77118.1	phage tail component	Ccel_2824	774	257
1836778	1837515	+	ACL75866.1	phage tail protein	Ccel_1514	738	245
3585089	3587614	-	ACL77327.1	Phage-related protein-like protein	Ccel_3035	2526	841
3833523	3836048	-	ACL77571.1	Phage-related protein-like protein	Ccel_3282	2526	841
773644	774945	+	ACL75049.1	phenylacetate-CoA ligase	Ccel_0669	1302	433
1491372	1492682	+	ACL75575.1	phenylacetate-CoA ligase	Ccel_1218	1311	436
2101508	2102806	-	ACL76107.1	phenylacetate--CoA ligase	Ccel_1756	1299	432
1752093	1753124	+	ACL75796.1	"phenylalanyl-tRNA synthetase, alpha subunit"	Ccel_1442	1032	343
1753137	1755518	+	ACL75797.1	"phenylalanyl-tRNA synthetase, beta subunit"	Ccel_1443	2382	793
665981	666949	+	ACL74955.1	PhoH family protein	Ccel_0574	969	322
2462064	2462822	+	ACL76449.1	"phosphate ABC transporter, ATPase subunit"	Ccel_2104	759	252
2459973	2460827	-	ACL76447.1	"phosphate ABC transporter, inner membrane subunit PstA"	Ccel_2102	855	284
2460853	2461785	-	ACL76448.1	"phosphate ABC transporter, inner membrane subunit PstC"	Ccel_2103	933	310
2503098	2504093	-	ACL76481.1	phosphate acetyltransferase	Ccel_2137	996	331
2458887	2459828	-	ACL76446.1	phosphate binding protein	Ccel_2101	942	313
2481348	2482346	-	ACL76462.1	phosphate transporter	Ccel_2117	999	332
2462835	2463500	+	ACL76450.1	"phosphate uptake regulator, PhoU"	Ccel_2105	666	221
511789	512616	+	ACL74830.1	phosphatidate cytidylyltransferase	Ccel_0448	828	275
3147133	3148035	-	ACL76941.1	phosphatidylserine decarboxylase	Ccel_2613	903	300
1954778	1955830	-	ACL75970.1	phospho-2-dehydro-3-deoxyheptonate aldolase	Ccel_1618	1053	350
2429744	2430757	+	ACL76416.1	phospho-2-dehydro-3-deoxyheptonate aldolase	Ccel_2071	1014	337
3433865	3434890	+	ACL77174.1	phospho-2-dehydro-3-deoxyheptonate aldolase	Ccel_2880	1026	341
926099	926356	+	ACL75184.1	"phosphocarrier, HPr family"	Ccel_0806	258	85
1652338	1652817	+	ACL75708.1	"phosphodiesterase, MJ0936 family"	Ccel_1354	480	159
239553	241346	+	ACL74599.1	phosphoenolpyruvate carboxykinase (GTP)	Ccel_0212	1794	597
1610915	1611592	+	ACL75660.1	phosphoesterase PA-phosphatase related	Ccel_1306	678	225
1905325	1905855	+	ACL75907.1	phosphoesterase PA-phosphatase related	Ccel_1555	531	176
3890279	3890839	+	ACL77637.1	phosphoesterase PA-phosphatase related	Ccel_3348	561	186
93316	95319	+	ACL74468.1	phosphoesterase RecJ domain protein	Ccel_0080	2004	667
527281	528243	+	ACL74841.1	phosphoesterase RecJ domain protein	Ccel_0459	963	320
2598411	2599658	+	ACL76565.1	phosphofructokinase	Ccel_2223	1248	415
1719839	1721569	+	ACL75771.1	phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I	Ccel_1417	1731	576
1472493	1473842	+	ACL75561.1	phosphoglucosamine mutase	Ccel_1204	1350	449
1756044	1757396	+	ACL75799.1	phosphoglucose isomerase (PGI)	Ccel_1445	1353	450
2638216	2640156	-	ACL76599.1	phosphoglycerate kinase	Ccel_2260	1941	646
716250	716936	+	ACL75000.1	Phosphoglycerate mutase	Ccel_0619	687	228
2636583	2638118	-	ACL76598.1	"phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"	Ccel_2259	1536	511
672410	673870	+	ACL74963.1	phospholipase D/Transphosphatidylase	Ccel_0582	1461	486
1619040	1619837	+	ACL75670.1	phospholipid/glycerol acyltransferase	Ccel_1316	798	265
2358647	2359459	-	ACL76340.1	phosphomethylpyrimidine kinase	Ccel_1992	813	270
552030	553013	+	ACL74863.1	phospho-N-acetylmuramoyl-pentapeptide-transferase	Ccel_0481	984	327
1214769	1215017	+	ACL75347.1	phosphopantetheine-binding	Ccel_0985	249	82
2715135	2716565	-	ACL76662.1	phosphopantetheine-binding	Ccel_2326	1431	476
3031629	3031877	-	ACL76837.1	phosphopantetheine-binding	Ccel_2509	249	82
3041156	3041407	-	ACL76846.1	phosphopantetheine-binding	Ccel_2518	252	83
3810559	3810810	-	ACL77545.1	phosphopantetheine-binding	Ccel_3256	252	83
3740203	3741381	-	ACL77495.1	phosphopentomutase	Ccel_3205	1179	392
2552340	2553599	-	ACL76522.1	phosphoribosylamine/glycine ligase	Ccel_2180	1260	419
2558467	2558985	-	ACL76527.1	"phosphoribosylaminoimidazole carboxylase, catalytic subunit"	Ccel_2185	519	172
2553672	2555216	-	ACL76523.1	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	Ccel_2181	1545	514
438189	439085	+	ACL74770.1	phosphoribosylaminoimidazole-succinocarboxamide synthase	Ccel_0385	897	298
441310	441945	+	ACL74774.1	phosphoribosyl-ATP diphosphatase	Ccel_0389	636	211
439708	440418	+	ACL74772.1	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	Ccel_0387	711	236
2555864	2556886	-	ACL76525.1	phosphoribosylformylglycinamidine cyclo-ligase	Ccel_2183	1023	340
576490	580260	+	ACL74881.1	phosphoribosylformylglycinamidine synthase	Ccel_0499	3771	1256
2555247	2555870	-	ACL76524.1	phosphoribosylglycinamide formyltransferase	Ccel_2182	624	207
106584	107246	+	ACL74478.1	phosphoribosyltransferase	Ccel_0090	663	220
471712	472275	+	ACL74798.1	phosphoribosyltransferase	Ccel_0414	564	187
706340	706876	+	ACL74992.1	phosphoribosyltransferase	Ccel_0611	537	178
1336318	1337106	+	ACL75441.1	photosystem I assembly BtpA	Ccel_1082	789	262
938467	939324	+	ACL75196.1	PHP domain protein	Ccel_0818	858	285
2672152	2672871	-	ACL76629.1	PHP domain protein	Ccel_2292	720	239
393652	394692	+	ACL74727.1	PilT protein domain protein	Ccel_0341	1041	346
3319678	3320517	-	ACL77060.1	Pirin domain protein	Ccel_2756	840	279
492172	494757	+	ACL74812.1	PKD domain containing protein	Ccel_0429	2586	861
1412854	1413546	+	ACL75507.1	"plasmid maintenance system antidote protein, XRE family"	Ccel_1150	693	230
2604892	2606358	-	ACL76569.1	Platelet-activating factor acetylhydrolase plasma/intracellular isoform II	Ccel_2227	1467	488
2606389	2607609	-	ACL76570.1	Platelet-activating factor acetylhydrolase plasma/intracellular isoform II	Ccel_2228	1221	406
1063678	1064310	+	ACL75258.1	"polar amino acid ABC transporter, inner membrane subunit"	Ccel_0886	633	210
1966688	1967371	-	ACL75982.1	"polar amino acid ABC transporter, inner membrane subunit"	Ccel_1631	684	227
1967361	1968107	-	ACL75983.1	"polar amino acid ABC transporter, inner membrane subunit"	Ccel_1632	747	248
3121794	3122459	-	ACL76916.1	"polar amino acid ABC transporter, inner membrane subunit"	Ccel_2588	666	221
3358477	3360060	-	ACL77097.1	polymorphic outer membrane protein	Ccel_2803	1584	527
2676857	2678203	-	ACL76632.1	polynucleotide adenylyltransferase/metal dependent phosphohydrolase	Ccel_2295	1347	448
2425210	2426049	-	ACL76413.1	Polypeptide-transport-associated domain protein FtsQ-type	Ccel_2067	840	279
1860291	1861247	+	ACL75878.1	Polyprenyl synthetase	Ccel_1526	957	318
2259602	2260486	-	ACL76250.1	Polyprenyl synthetase	Ccel_1902	885	294
2173054	2174364	-	ACL76167.1	polysaccharide biosynthesis protein	Ccel_1817	1311	436
166531	167331	+	ACL74534.1	polysaccharide deacetylase	Ccel_0146	801	266
324732	325658	-	ACL74673.1	polysaccharide deacetylase	Ccel_0286	927	308
652866	653642	+	ACL74948.1	polysaccharide deacetylase	Ccel_0567	777	258
663461	664390	+	ACL74952.1	polysaccharide deacetylase	Ccel_0571	930	309
1060446	1061342	-	ACL75255.1	polysaccharide deacetylase	Ccel_0883	897	298
1639950	1641089	+	ACL75695.1	polysaccharide deacetylase	Ccel_1341	1140	379
2629995	2630870	-	ACL76592.1	polysaccharide deacetylase	Ccel_2251	876	291
3436909	3439146	+	ACL77177.1	polysaccharide pyruvyl transferase	Ccel_2883	2238	745
1580898	1581779	+	ACL75633.1	porphobilinogen deaminase	Ccel_1277	882	293
2438409	2439752	+	ACL76425.1	"potassium uptake protein, TrkH family"	Ccel_2080	1344	447
877285	878328	-	ACL75129.1	PpiC-type peptidyl-prolyl cis-trans isomerase	Ccel_0751	1044	347
3622949	3624040	-	ACL77381.1	PpiC-type peptidyl-prolyl cis-trans isomerase	Ccel_3089	1092	363
3955127	3955846	+	ACL77693.1	PP-loop domain protein	Ccel_3405	720	239
1460846	1461382	+	ACL75551.1	PRC-barrel domain protein	Ccel_1194	537	178
1575394	1576074	+	ACL75627.1	precorrin-2 C20-methyltransferase	Ccel_1271	681	226
1578877	1579611	+	ACL75631.1	precorrin-3B C17-methyltransferase	Ccel_1275	735	244
1576077	1576832	+	ACL75628.1	precorrin-4 C11-methyltransferase	Ccel_1272	756	251
1579636	1580859	+	ACL75632.1	precorrin-6x reductase	Ccel_1276	1224	407
1585938	1587125	+	ACL75638.1	"precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit"	Ccel_1282	1188	395
1590034	1590669	+	ACL75641.1	Precorrin-8X methylmutase CbiC/CobH	Ccel_1285	636	211
92021	92863	+	ACL74466.1	prephenate dehydratase	Ccel_0078	843	280
3434880	3435980	+	ACL77175.1	Prephenate dehydrogenase	Ccel_2881	1101	366
1768751	1771489	+	ACL75811.1	"preprotein translocase, SecA subunit"	Ccel_1457	2739	912
353898	354128	+	ACL74693.1	"preprotein translocase, SecE subunit"	Ccel_0306	231	76
2631742	2631993	-	ACL76594.1	"preprotein translocase, SecG subunit"	Ccel_2253	252	83
903814	905106	+	ACL75156.1	"preprotein translocase, SecY subunit"	Ccel_0778	1293	430
619108	619389	+	ACL74913.1	"preprotein translocase, YajC subunit"	Ccel_0531	282	93
3849048	3851273	-	ACL77593.1	Primase 2	Ccel_3304	2226	741
1861293	1863749	+	ACL75879.1	primosomal protein N'	Ccel_1527	2457	818
44466	45452	-	ACL74430.1	"primosome, DnaD subunit"	Ccel_0042	987	328
542213	543286	+	ACL74855.1	prolipoprotein diacylglyceryl transferase	Ccel_0473	1074	357
398062	399498	+	ACL74731.1	prolyl-tRNA synthetase	Ccel_0345	1437	478
1637168	1639324	+	ACL75693.1	Propeptide PepSY amd peptidase M4	Ccel_1339	2157	718
3859487	3859693	-	ACL77604.1	"prophage LambdaBa04, DNA binding protein, putative"	Ccel_3315	207	68
2507717	2508928	+	ACL76484.1	proposed homoserine kinase	Ccel_2140	1212	403
20580	20846	+	ACL74408.1	protein of unknown function DUF1021	Ccel_0020	267	88
3927975	3928682	-	ACL77674.1	protein of unknown function DUF1061	Ccel_3386	708	235
2399980	2401344	-	ACL76388.1	protein of unknown function DUF1078 domain protein	Ccel_2042	1365	454
3636020	3636832	-	ACL77392.1	protein of unknown function DUF1078 domain protein	Ccel_3100	813	270
3636882	3637679	-	ACL77393.1	protein of unknown function DUF1078 domain protein	Ccel_3101	798	265
2576920	2578218	-	ACL76546.1	protein of unknown function DUF111	Ccel_2204	1299	432
220495	221310	+	ACL74584.1	protein of unknown function DUF1113	Ccel_0197	816	271
2692047	2692667	+	ACL76645.1	protein of unknown function DUF1113	Ccel_2308	621	206
3544844	3545518	-	ACL77287.1	protein of unknown function DUF1121	Ccel_2993	675	224
1865229	1865984	+	ACL75882.1	protein of unknown function DUF116	Ccel_1530	756	251
